Conundrums,Solutions,Difficulty
CEHILMNTU,LUNCHTIME,8
AELMMORST,MAELSTROM,8
ADEGIMNTU,MAGNITUDE,8
AAGILMNNT,MALIGNANT,8
AAEGIMNRR,MARGARINE,8
AELMMOSUU,MAUSOLEUM,8
AEEEGIMNR,MENAGERIE,8
ACEILMRRU,MERCURIAL,8
CCHIIMOPR,MICROCHIP,8
DEEIILLMP,MILLIPEDE,8
CEILMNSUU,MINUSCULE,8
ACEIMNRST,MISCREANT,8
ADEILMPSY,MISPLAYED,8
DEIMNORST,MODERNIST,8
AEGHINRTU,NAUGHTIER,8
AADEENSTU,NAUSEATED,8
AAGINORTV,NAVIGATOR,8
EGLNOORUY,NEUROLOGY,8
EEGINNRTU,NEUTERING,8
AEEKMNRSW,NEWSMAKER,8
EINNPRSTW,NEWSPRINT,8
ACDEIKMNN,NICKNAMED,8
AEIMNORTV,NORMATIVE,8
DEEGGMNTU,NUTMEGGED,8
BINOORSTU,OBTRUSION,8
CGILNOPTU,OCTUPLING,8
ACFLOORTY,OLFACTORY,8
ACGHILORY,OLIGARCHY,8
AGHLNOSTU,ONSLAUGHT,8
EMOOPRTTY,OPTOMETRY,8
EGIINNORT,ORIENTING,8
EMOORSTTU,OUTERMOST,8
AADEHLNNP,PANHANDLE,8
AACIMNOPR,PANORAMIC,8
AAAEGLLPR,PARALEGAL,8
AEEGNPRSS,PASSENGER,8
AELMNOPRT,PATROLMEN,8
ACEEEIMPT,PEACETIME,8
ACDEGGIOP,PEDAGOGIC,8
CDDEEIPRU,PEDICURED,8
DEEEMOPRT,PEDOMETER,8
AEILNNPSU,PENINSULA,8
CEEEPRSTU,PERSECUTE,8
ACEIOPTTT,PETTICOAT,8
AEHHOPPST,PHOSPHATE,8
BEHOOPTTU,PHOTOTUBE,8
ACHIINPSY,PHYSICIAN,8
EIINPPRST,PINSTRIPE,8
DEEEINOPR,PIONEERED,8
EEIOPRTTU,PIROUETTE,8
AAELNPRTY,PLANETARY,8
ADEILPTTU,PLATITUDE,8
ILMNOPTUU,PLUTONIUM,8
ACEIMNPTU,PNEUMATIC,8
ACEILLMOP,POLEMICAL,8
AEILLNOPT,POLLINATE,8
ALMOOPRYY,POLYAMORY,8
AIMOPSSTU,POTASSIUM,8
AEFLPRRUY,PRAYERFUL,8
ACDEEIPRT,PREDICATE,8
DEEEIMPRR,PREMIERED,8
ADEINOPRR,PREORDAIN,8
DEEINPRST,PRESIDENT,8
CDEOOPRRT,PROCTORED,8
CEHIOPPRT,PROPHETIC,8
BCEENPSTU,PUBESCENT,8
ACENPRSUU,PURSUANCE,8
ACEEHORRS,RACEHORSE,8
ACENORRTU,RACONTEUR,8
AIMNORRST,RAINSTORM,8
ACEIILRST,REALISTIC,8
AAEEIMNRT,REANIMATE,8
CEEEIRSSV,RECESSIVE,8
CCEEILNOR,RECONCILE,8
ACEEFINNR,REFINANCE,8
AEGIRRRST,REGISTRAR,8
ABBEGHINR,REHABBING,8
DEEGIINRT,REIGNITED,8
DEEINRRSU,REINSURED,8
ACELNRTTU,RELUCTANT,8
CEEIIMNRS,REMINISCE,8
EEOPRRRSS,REPRESSOR,8
AEGNNPRTU,REPUGNANT,8
EEOPPRRSU,REPURPOSE,8
AEFILQRUY,REQUALIFY,8
EEIORRRSV,RESERVOIR,8
CDEEINRSY,RESIDENCY,8
AEEILRRTV,RETRIEVAL,8
DEEFIINRU,REUNIFIED,8
EGHIORSTU,RIGHTEOUS,8
CDEIKLORS,ROCKSLIDE,8
EENORSTTT,ROTTENEST,8
FOOPRRSTU,RUSTPROOF,8
ACEEGILRS,SACRILEGE,8
CDEIORSSS,SCISSORED,8
ACCDEORRS,SCORECARD,8
AACDPRRSY,SCRAPYARD,8
CEEORRSTY,SECRETORY,8
ACELLRSUY,SECULARLY,8
AEEEGGRST,SEGREGATE,8
ABCEELMNS,SEMBLANCE,8
EEIINSSTV,SENSITIVE,8
CDEEENNST,SENTENCED,8
DEELPPSTU,SEPTUPLED,8
ACEHKORST,SHORTCAKE,8
AHHIORRST,SHORTHAIR,8
EHILLRSST,SHRILLEST,8
EEGHIRSST,SIGHTSEER,8
IIINSSSTU,SINUSITIS,8
EIKRRSTWY,SKYWRITER,8
AABEEGLSZ,SLEAZEBAG,8
ABEILLLMS,SLIMEBALL,8
GHILNOSST,SLINGSHOT,8
ABEEIKNST,SNAKEBITE,8
CIILOORST,SOLICITOR,8
IILMOPSSS,SOLIPSISM,8
DGHOORSUU,SOURDOUGH,8
ACEHIPPSS,SPACESHIP,8
ACEIPSSTU,SPACESUIT,8
AEIMNPRST,SPEARMINT,8
ACEOPRSTT,SPECTATOR,8
BDEILLNPS,SPELLBIND,8
CEHINPRST,SPHINCTER,8
AIILPRSTU,SPIRITUAL,8
ACEGIRSTT,STRATEGIC,8
EFLRSSSTU,STRESSFUL,8
AFMOORSTY,STYROFOAM,8
ABERSSTTU,SUBSTRATE,8
ADENNNSTU,SUNTANNED,8
EEFINPRSU,SUPERFINE,8
AEEHPRSTU,SUPERHEAT,8
ACEMPRSUY,SUPREMACY,8
ADEINSSTU,SUSTAINED,8
AEHOPSSTW,SWEATSHOP,8
GILLMOSSY,SYLLOGISM,8
ADEHINRST,TARNISHED,8
AEEGHLPRT,TELEGRAPH,8
CEEELOPST,TELESCOPE,8
DEEEILSTV,TELEVISED,8
AEFMORRRT,TERRAFORM,8
AEIMRRRTU,TERRARIUM,8
EIMNOSTTY,TESTIMONY,8
AEHIPRSTT,THERAPIST,8
DDEEOOPRT,TORPEDOED,8
AFMNORRST,TRANSFORM,8
ADEERRSTV,TRAVERSED,8
AEERRRSTU,TREASURER,8
BCEEHRTTU,TREBUCHET,8
ABNORTTUU,TURNABOUT,8
ADDEGNRRU,UNDERGRAD,8
ACEHILNTU,UNETHICAL,8
DEEIMNRTU,UNMERITED,8
EFHILNSSU,UNSELFISH,8
AEEILNTTV,VENTILATE,8
ABEILRTVY,VERITABLY,8
ADEEIOPTV,VIDEOTAPE,8
ACEGIILNV,VIGILANCE,8
EELNORTUV,VOLUNTEER,8
EIMORSUVY,VOYEURISM,8
DHIOOSTTW,WITHSTOOD,8
ACDIKRSTY,YARDSTICK,8
EGNORSTUY,YOUNGSTER,8
ABEINNSTT,ABSTINENT,9
ACDEEEHNR,ADHERENCE,9
ACEEHISTT,AESTHETIC,9
AEFGLORTW,AFTERGLOW,9
AEEEGMNRT,AGREEMENT,9
ADEFIILRT,AIRLIFTED,9
AABCEGILR,ALGEBRAIC,9
ACEGILLOR,ALLEGORIC,9
AABCEINOR,ANAEROBIC,9
AEFGHILNS,ANGELFISH,9
AEIMNNOTV,ANTIVENOM,9
ABEMORRTU,ARBORETUM,9
ACCEHIRTT,ARCHITECT,9
ACEIIMRST,ARMISTICE,9
AEILLRRTY,ARTILLERY,9
AAAILNRST,ARTISANAL,9
AMNOORSTY,ASTRONOMY,9
ADEIOPSTU,AUTOPSIED,9
ACEKRSTUW,AWESTRUCK,9
AAAHLLOTY,AYATOLLAH,9
AABEELPST,BASEPLATE,9
AABEKLNST,BEANSTALK,9
ABEEHILTT,BIATHLETE,9
BCEHIIOST,BIOETHICS,9
ABDEHIRTT,BIRTHDATE,9
ABEILRRYZ,BIZARRELY,9
ABCDDEFLO,BOLDFACED,9
BEIMNORST,BRIMSTONE,9
ABCCEENRU,BUCCANEER,9
ACDEILLNT,CANDLELIT,9
ACEENNNOR,CANNONEER,9
AACCIOPRT,CAPACITOR,9
ACEEGIRRV,CAREGIVER,9
AACCILTTY,CATALYTIC,9
AACELRTUW,CATERWAUL,9
AACHIRSST,CATHARSIS,9
CCEHILNOR,CHRONICLE,9
CEEHIILNP,CINEPHILE,9
AACCDIINR,CIRCADIAN,9
CHIIORRSS,CIRRHOSIS,9
ACCEIPSTY,CITYSCAPE,9
CEEEILLNT,CLIENTELE,9
ACDELNNOO,COLONNADE,9
CCFIILOOR,COLORIFIC,9
CEFGINORU,CONFIGURE,9
CENNOSSSU,CONSENSUS,9
ACDEINORR,CORIANDER,9
ABCDENORR,CORNBREAD,9
CHIOPRSTU,COURTSHIP,9
ACDORRTUY,COURTYARD,9
CCDEILOOR,CROCODILE,9
ACINORSST,CROISSANT,9
ACKLORSST,CROSSTALK,9
CEFIMNORU,CUNEIFORM,9
BCEKNPRUY,CYBERPUNK,9
ADDEEILRV,DAREDEVIL,9
ADDENOORT,DEODORANT,9
ADEILPRSS,DISPERSAL,9
ADEIIPRRS,DISREPAIR,9
DDEEINSST,DISSENTED,9
CDEHIKOOY,DOOHICKEY,9
AABDEMORT,DREAMBOAT,9
DEGORRSTU,DRUGSTORE,9
AACDILMNY,DYNAMICAL,9
ADINOPSTY,DYSTOPIAN,9
DEEEILSSW,EDELWEISS,9
AABEELORT,ELABORATE,9
CDEEELORT,ELECTRODE,9
AACDEHILN,ENCHILADA,9
DEHINNOPR,ENDORPHIN,9
ABEHILSST,ESTABLISH,9
AEELNOPTX,EXOPLANET,9
AABCFHKLS,FLASHBACK,9
AACEGHRST,GATECRASH,9
AEGIMMNRU,GERMANIUM,9
CDEEGIIMR,GERMICIDE,9
AEGHILRST,GHASTLIER,9
AEGGHIRTZ,GIGAHERTZ,9
ADGILLOSU,GLADIOLUS,9
ADEGNOPRT,GODPARENT,9
AEGILLRRU,GUERRILLA,9
AEHILRSTY,HAIRSTYLE,9
AGHMNRSTU,HAMSTRUNG,9
ADEEHNRSS,HARNESSED,9
CEEGHIMNO,HEGEMONIC,9
AEHIIPSTT,HEPATITIS,9
ABEHIMRRU,HERBARIUM,9
CEHIIRSTU,HEURISTIC,9
AHIINORST,HISTORIAN,9
BEEHMORUY,HOMEBUYER,9
ACDHIILMO,HOMICIDAL,9
AEEHHNPTY,HYPHENATE,9
CHIOPRSYY,HYPOCRISY,9
ACDEIILNT,IDENTICAL,9
ABEIILLLR,ILLIBERAL,9
CEEIMNOPT,IMPOTENCE,9
DEIMNPRTU,IMPRUDENT,9
AAGILNRUU,INAUGURAL,9
EEINNRSST,INERTNESS,9
AIIINORTT,INITIATOR,9
EIMNNORST,INNERMOST,9
ACEILNOTU,INOCULATE,9
ACGIINNOR,INORGANIC,9
CEEILOSSS,ISOSCELES,9
AELNOPRSY,LAYPERSON,9
AEFKLOOPR,LEAKPROOF,9
AEEGILLST,LEGISLATE,9
ABEILORRT,LIBERATOR,9
BEEIILNRT,LIBERTINE,9
AEEFILRSV,LIFESAVER,9
EIILMNOSU,LIMOUSINE,9
DEGILNOTU,LONGITUDE,9
ABDELLLOW,LOWBALLED,9
AIMMNORTY,MATRIMONY,9
AEEGILMPX,MEGAPIXEL,9
AADEMMNOR,MEMORANDA,9
AEEMNOPSU,MENOPAUSE,9
ABCEILMOT,METABOLIC,9
ABCIILMOR,MICROBIAL,9
BCEIMORRW,MICROBREW,9
AEIILLMNN,MILLENNIA,9
DEEEILLMP,MILLEPEDE,9
AIILLMTTW,MILLIWATT,9
ACEEIMMNT,MINCEMEAT,9
AEFHIMNST,MINESHAFT,9
AAEGIMMNS,MISMANAGE,9
EIKMNOPSS,MISSPOKEN,9
EEILMOSTT,MISTLETOE,9
ABEGMNOSY,MONEYBAGS,9
EEGIMOORV,MOVIEGOER,9
AAEELMNPT,NAMEPLATE,9
AENORRSTW,NARROWEST,9
ACEEINNRT,NECTARINE,9
EEGGILNNT,NEGLIGENT,9
AEEGINOTT,NEGOTIATE,9
INOORRSUV,NOROVIRUS,9
ACGILNOST,NOSTALGIC,9
ACEINNOOV,NOVOCAINE,9
AEMNORRTU,NUMERATOR,9
BCEELNOSY,OBSCENELY,9
BCEORSSTU,OBSCUREST,9
BDEMMNOSU,OMBUDSMEN,9
DEEOPPRSS,OPPRESSED,9
AEGIINORT,ORIGINATE,9
EEHIORSTW,OTHERWISE,9
AAELNPSUX,PANSEXUAL,9
AEHIMNPST,PANTHEISM,9
AACIINPRT,PATRICIAN,9
ACDEIIPRT,PATRICIDE,9
AEEENPRTT,PENETRATE,9
ABELMNPRU,PENUMBRAL,9
CDEEPRSSU,PERCUSSED,9
EEILNPSTT,PESTILENT,9
EELMOPRTU,PETROLEUM,9
ACIILOPRT,PICTORIAL,9
AADELLNOP,PLANELOAD,9
ACEGINNOP,POIGNANCE,9
IOOPPRRTU,POTPOURRI,9
EEIPRSSST,PRIESTESS,9
GINOOPRSS,PROGNOSIS,9
CEEINPRRU,PRURIENCE,9
CDEEINORT,RECONDITE,9
DEGIILNNR,REDLINING,9
ADDENNRTU,REDUNDANT,9
AEEINRSTT,REINSTATE,9
CDEEEINRS,RESIDENCE,9
AELNRSTTU,RESULTANT,9
AADENRRTT,RETARDANT,9
ACDHIOPRS,RHAPSODIC,9
DEEIIRRSV,RIVERSIDE,9
ACCHKLOST,SACKCLOTH,9
AACEMNRST,SACRAMENT,9
ADHINOOST,SAINTHOOD,9
CEIINSSTT,SCIENTIST,9
CEEINOSSS,SECESSION,9
AAEEHPRSW,SHAPEWEAR,9
GHIIKNSTT,SKINTIGHT,9
AEIILORST,SOLITAIRE,9
ACEELMOPS,SOMEPLACE,9
HIOPRSSTY,SOPHISTRY,9
AEGHIPSTT,SPAGHETTI,9
DEEEPRSST,SPEEDSTER,9
EILNPRSTY,SPLINTERY,9
AACEIRSST,STAIRCASE,9
AFIILRSTT,STAIRLIFT,9
ACHINNOST,STANCHION,9
CDEHILPST,STEPCHILD,9
EILNORSTY,STORYLINE,9
AAEGMRSTT,STRATAGEM,9
ENORSSTUU,STRENUOUS,9
EGINNRSTT,STRINGENT,9
ABCIMOSTU,SUBATOMIC,9
ABDEELSSU,SUBLEASED,9
AGLMPRSUU,SUGARPLUM,9
AAELNSTTU,SULTANATE,9
EEHOPRRSU,SUPERHERO,9
AENOPRSUV,SUPERNOVA,9
ACGORRSUY,SURROGACY,9
AEISSTTUW,SWEATSUIT,9
AABLLRSYY,SYLLABARY,9
ACENOPSTY,SYNCOPATE,9
ACEINOSTU,TENACIOUS,9
ACCEHORTY,THEOCRACY,9
EEHNOPRTU,THEREUPON,9
AEHRSSTUU,THESAURUS,9
EEEHLQRTU,THREEQUEL,9
ACEEILMST,TIMESCALE,9
BHIMOOSTY,TOMBOYISH,9
AADEMNRST,TRADESMAN,9
AADEGINRT,TRAGEDIAN,9
AADILNORT,TRAINLOAD,9
ADEIOPRTZ,TRAPEZOID,9
AAELRRSTV,TRAVERSAL,9
ADEILLMRT,TREADMILL,9
EIOQRSTUU,TURQUOISE,9
EHLNORSTU,UNHOLSTER,9
AILLNNSTU,UNINSTALL,9
EHLOPRSTU,UPHOLSTER,9
EMOPPRSTU,UPPERMOST,9
GILOORSTU,UROLOGIST,9
ACEENRTTU,UTTERANCE,9
ABEELRRTV,VERTEBRAL,9
AEGIILSTV,VESTIGIAL,9
CIIORSTUV,VIRTUOSIC,9
CEEILNRUV,VIRULENCE,9
ACEIILMOV,VOICEMAIL,9
ACHHLOSTW,WASHCLOTH,9
AEEGHMRTW,WHEATGERM,9
DEEINSSTW,WITNESSED,9
ABEFLNOSW,WOLFSBANE,9
GGILNNOUY,YOUNGLING,9
ABEHNORRT,ABHORRENT,10
ABBENORST,ABSORBENT,10
ABEGIMRRS,AMBERGRIS,10
AACILLNRY,ANCILLARY,10
ACCDHHRUY,ARCHDUCHY,10
ACEEHPRTY,ARCHETYPE,10
ADHOOPRRT,ARTHROPOD,10
ACEHIISTT,ATHEISTIC,10
AABCEILMR,BICAMERAL,10
AABEILLRT,BILATERAL,10
ABEGLRSSU,BLUEGRASS,10
AACEHILPT,CALIPHATE,10
AACCDELLT,CATCALLED,10
ACEEILLST,CELESTIAL,10
ACHINPRST,CHINSTRAP,10
CEGILMMNO,COMMINGLE,10
ACEGILNNO,CONGENIAL,10
ACGINNOOT,CONTAGION,10
ACDELOPSY,COSPLAYED,10
CDEHLOPRU,CUPHOLDER,10
ACDEIIINT,DIETICIAN,10
DDEIINSST,DISSIDENT,10
DEEGINRTV,DIVERGENT,10
AACDDMORU,DOCUDRAMA,10
ABDENOSTU,EASTBOUND,10
CEEEHOPRS,ECOSPHERE,10
ACEEINPRU,EPICUREAN,10
AEEILNSST,ESSENTIAL,10
ABDEEELLY,EYEBALLED,10
CEEFLORSU,FLUORESCE,10
ACEEGLRSY,GREYSCALE,10
ACEHINSTY,HESITANCY,10
ACDEHINNR,HINDRANCE,10
CFHIINOOR,HONORIFIC,10
EGHIINSTY,HYGIENIST,10
EIINNRSTT,INTERNIST,10
AEFKLNORT,LAKEFRONT,10
AEIILNRTY,LINEARITY,10
AEEEMRSTV,METAVERSE,10
EELMOPRTX,METROPLEX,10
ACIILMNTY,MILITANCY,10
ACIIMNORT,MORTICIAN,10
DDEEINOSV,NOSEDIVED,10
BCEELOOSS,OBSOLESCE,10
BCEIORSTT,OBSTETRIC,10
ACDEEINOS,OCEANSIDE,10
ADDEKMORS,ODDSMAKER,10
EEHILNOOP,OENOPHILE,10
AEHOOPSTT,OSTEOPATH,10
EELORSSUV,OURSELVES,10
ACDEHMPRY,PACHYDERM,10
AEGOPRRTY,PARTYGOER,10
AAEGMNPRT,PENTAGRAM,10
EIMMNOPRS,PERSIMMON,10
AADEELPTU,PLATEAUED,10
ACLOPRTTU,PLUTOCRAT,10
BILOOPRTU,POLITBURO,10
AEOPRRRTY,PORTRAYER,10
AEENOPRSS,PRESEASON,10
ACIIOPRST,PSORIATIC,10
ACCDHIIOR,RADICCHIO,10
AEEMPRTTT,REATTEMPT,10
ADEEEFNRR,REFERENDA,10
ADDEEEGNR,RENEGADED,10
ABEIORRTV,RIVERBOAT,10
EHILPRRSU,RULERSHIP,10
AEGILLRSS,SALESGIRL,10
CEILMNOOS,SEMICOLON,10
ACEHOPRRS,SHARECROP,10
AEGHIKNRS,SHRINKAGE,10
ACEKMOORS,SMACKEROO,10
ACHIOOPST,SOCIOPATH,10
EEENNORST,SONNETEER,10
AEILLRSTW,STAIRWELL,10
ADEHOOSTT,STATEHOOD,10
ADEEISTTW,STATEWIDE,10
AEKMNPSTU,STEAMPUNK,10
AELLMORST,STEAMROLL,10
ADEELRSTY,STEELYARD,10
EEIOPPSTV,STOVEPIPE,10
ABCCIRSTU,SUBARCTIC,10
ACCHOSSTU,SUCCOTASH,10
CEENNRSSU,SUNSCREEN,10
CEELLPRSU,SUPERCELL,10
CCEHHKOTT,TCHOTCHKE,10
AEMNRSTTU,TRANSMUTE,10
BEIILORTT,TRILOBITE,10
CDEKNRTUU,TURDUCKEN,10
ACDEELRTU,ULCERATED,10
DEGIIRRSV,VERDIGRIS,10
DHINNOTUW,WHODUNNIT,10
EFILLNOWY,YELLOWFIN,10
